Scan,Time,Temperature[°C],Condutivity[mS/cm],Salinity[PSU],Density[kg/m3],Sound Speed[m/s],Conductance[S]
4672,2018-06-15 14:59:56.904566,21.09911,40.24209,28.06003,1019.24,1516.987,28.06003
4673,2018-06-15 14:59:57.931651,21.10232,40.24081,28.05694,1019.237,1516.992,28.05694
4674,2018-06-15 14:59:58.958593,21.10232,40.24081,28.05694,1019.237,1516.992,28.05694
4675,2018-06-15 14:59:59.988479,21.0975,40.24081,28.0601,1019.241,1516.982,28.0601
4676,2018-06-15 15:00:01.015355,21.09911,40.24081,28.05904,1019.239,1516.985,28.05904
4677,2018-06-15 15:00:02.042337,21.10232,40.24081,28.05694,1019.237,1516.992,28.05694
4678,2018-06-15 15:00:03.069366,21.09268,40.24081,28.06325,1019.244,1516.973,28.06325
4679,2018-06-15 15:00:04.098354,21.10232,40.24081,28.05694,1019.237,1516.992,28.05694
4680,2018-06-15 15:00:05.124327,21.0975,40.24081,28.0601,1019.241,1516.982,28.0601
4681,2018-06-15 15:00:06.138356,21.09268,40.24081,28.06325,1019.244,1516.973,28.06325
4682,2018-06-15 15:00:07.150360,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4683,2018-06-15 15:00:08.179311,21.09911,40.24081,28.05904,1019.239,1516.985,28.05904
4684,2018-06-15 15:00:09.209291,21.10393,40.24081,28.05589,1019.236,1516.995,28.05589
4685,2018-06-15 15:00:10.222159,21.09911,40.24081,28.05904,1019.239,1516.985,28.05904
4686,2018-06-15 15:00:11.250177,21.10554,40.24209,28.05583,1019.235,1517.0,28.05583
4687,2018-06-15 15:00:12.277196,21.09911,40.24081,28.05904,1019.239,1516.985,28.05904
4688,2018-06-15 15:00:13.305164,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4689,2018-06-15 15:00:14.333141,21.10554,40.24081,28.05484,1019.234,1516.999,28.05484
4690,2018-06-15 15:00:15.360042,21.0975,40.24081,28.0601,1019.241,1516.982,28.0601
4691,2018-06-15 15:00:16.388152,21.09428,40.24081,28.0622,1019.243,1516.976,28.0622
4692,2018-06-15 15:00:17.412037,21.09428,40.24209,28.06319,1019.244,1516.977,28.06319
4693,2018-06-15 15:00:18.438984,21.09107,40.24081,28.0643,1019.245,1516.969,28.0643
4694,2018-06-15 15:00:19.466028,21.0959,40.24081,28.06114,1019.242,1516.979,28.06114
4695,2018-06-15 15:00:20.493010,21.10554,40.24209,28.05583,1019.235,1517.0,28.05583
4696,2018-06-15 15:00:21.519978,21.10072,40.24081,28.058,1019.238,1516.989,28.058
4697,2018-06-15 15:00:22.546974,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4698,2018-06-15 15:00:23.574846,21.09911,40.24081,28.05904,1019.239,1516.985,28.05904
4699,2018-06-15 15:00:24.604923,21.10715,40.24081,28.05379,1019.233,1517.002,28.05379
4700,2018-06-15 15:00:25.631711,21.0975,40.24081,28.0601,1019.241,1516.982,28.0601
4701,2018-06-15 15:00:26.640708,21.10393,40.24209,28.05689,1019.236,1516.996,28.05689
4702,2018-06-15 15:00:27.649710,21.10072,40.24209,28.05898,1019.239,1516.99,28.05898
4703,2018-06-15 15:00:28.659767,21.10715,40.24209,28.05478,1019.234,1517.003,28.05478
4704,2018-06-15 15:00:29.686830,21.10072,40.24209,28.05898,1019.239,1516.99,28.05898
4705,2018-06-15 15:00:30.713752,21.10393,40.24209,28.05689,1019.236,1516.996,28.05689
4706,2018-06-15 15:00:31.741606,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4707,2018-06-15 15:00:32.769609,21.09428,40.24209,28.06319,1019.244,1516.977,28.06319
4708,2018-06-15 15:00:33.797718,21.09428,40.24081,28.0622,1019.243,1516.976,28.0622
4709,2018-06-15 15:00:34.825637,21.10232,40.24209,28.05793,1019.238,1516.993,28.05793
4710,2018-06-15 15:00:35.854587,21.0959,40.24209,28.06213,1019.243,1516.98,28.06213
4711,2018-06-15 15:00:36.882595,21.10232,40.24081,28.05694,1019.237,1516.992,28.05694
4712,2018-06-15 15:00:37.911487,21.0959,40.24209,28.06213,1019.243,1516.98,28.06213
4713,2018-06-15 15:00:38.939566,21.10393,40.24209,28.05689,1019.236,1516.996,28.05689
4714,2018-06-15 15:00:39.967622,21.09911,40.24209,28.06003,1019.24,1516.987,28.06003
4715,2018-06-15 15:00:40.994355,21.10715,40.24209,28.05478,1019.234,1517.003,28.05478
4716,2018-06-15 15:00:42.022469,21.09428,40.24209,28.06319,1019.244,1516.977,28.06319
4717,2018-06-15 15:00:43.048556,21.10393,40.24209,28.05689,1019.236,1516.996,28.05689
4718,2018-06-15 15:00:44.075466,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4719,2018-06-15 15:00:45.102357,21.09911,40.24209,28.06003,1019.24,1516.987,28.06003
4720,2018-06-15 15:00:46.114338,21.09428,40.24209,28.06319,1019.244,1516.977,28.06319
4721,2018-06-15 15:00:47.136329,21.10715,40.24081,28.05379,1019.233,1517.002,28.05379
4722,2018-06-15 15:00:48.149393,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4723,2018-06-15 15:00:49.175313,21.09911,40.24209,28.06003,1019.24,1516.987,28.06003
4724,2018-06-15 15:00:50.198288,21.10232,40.24209,28.05793,1019.238,1516.993,28.05793
4725,2018-06-15 15:00:51.211101,21.10715,40.24209,28.05478,1019.234,1517.003,28.05478
4726,2018-06-15 15:00:52.220249,21.10554,40.24337,28.05682,1019.236,1517.001,28.05682
4727,2018-06-15 15:00:53.248030,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4728,2018-06-15 15:00:54.256993,21.10072,40.24209,28.05898,1019.239,1516.99,28.05898
4729,2018-06-15 15:00:55.266094,21.09268,40.24209,28.06424,1019.245,1516.974,28.06424
4730,2018-06-15 15:00:56.279996,21.10232,40.24209,28.05793,1019.238,1516.993,28.05793
4731,2018-06-15 15:00:57.288997,21.10393,40.24209,28.05689,1019.236,1516.996,28.05689
4732,2018-06-15 15:00:58.297010,21.0959,40.24209,28.06213,1019.243,1516.98,28.06213
4733,2018-06-15 15:00:59.306002,21.10715,40.24337,28.05577,1019.235,1517.004,28.05577
4734,2018-06-15 15:01:00.332895,21.09428,40.24209,28.06319,1019.244,1516.977,28.06319
4735,2018-06-15 15:01:01.360964,21.10232,40.24337,28.05892,1019.238,1516.994,28.05892
4736,2018-06-15 15:01:02.374970,21.0975,40.24209,28.06109,1019.241,1516.983,28.06109
4737,2018-06-15 15:01:03.402970,21.0975,40.24337,28.06208,1019.242,1516.984,28.06208
4738,2018-06-15 15:01:04.430782,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4739,2018-06-15 15:01:05.443764,21.09428,40.24209,28.06319,1019.244,1516.977,28.06319
4740,2018-06-15 15:01:06.452817,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4741,2018-06-15 15:01:07.479893,21.0975,40.24337,28.06208,1019.242,1516.984,28.06208
4742,2018-06-15 15:01:08.506773,21.0959,40.24337,28.06312,1019.243,1516.981,28.06312
4743,2018-06-15 15:01:09.534662,21.09428,40.24337,28.06418,1019.245,1516.978,28.06418
4744,2018-06-15 15:01:10.543630,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4745,2018-06-15 15:01:11.553688,21.10072,40.24337,28.05998,1019.24,1516.991,28.05998
4746,2018-06-15 15:01:12.580706,21.09911,40.24209,28.06003,1019.24,1516.987,28.06003
4747,2018-06-15 15:01:13.607651,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4748,2018-06-15 15:01:14.619463,21.10554,40.24209,28.05583,1019.235,1517.0,28.05583
4749,2018-06-15 15:01:15.628486,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4750,2018-06-15 15:01:16.637557,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4751,2018-06-15 15:01:17.660590,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4752,2018-06-15 15:01:18.686560,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4753,2018-06-15 15:01:19.714560,21.0975,40.24337,28.06208,1019.242,1516.984,28.06208
4754,2018-06-15 15:01:20.740394,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4755,2018-06-15 15:01:21.767403,21.09428,40.24337,28.06418,1019.245,1516.978,28.06418
4756,2018-06-15 15:01:22.795471,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4757,2018-06-15 15:01:23.822362,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4758,2018-06-15 15:01:24.849456,21.11037,40.24337,28.05366,1019.232,1517.01,28.05366
4759,2018-06-15 15:01:25.876385,21.09268,40.24337,28.06523,1019.246,1516.975,28.06523
4760,2018-06-15 15:01:26.904291,21.09268,40.24337,28.06523,1019.246,1516.975,28.06523
4761,2018-06-15 15:01:27.931252,21.10232,40.24337,28.05892,1019.238,1516.994,28.05892
4762,2018-06-15 15:01:28.958189,21.10072,40.24337,28.05998,1019.24,1516.991,28.05998
4763,2018-06-15 15:01:29.986249,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4764,2018-06-15 15:01:31.013229,21.09428,40.24337,28.06418,1019.245,1516.978,28.06418
4765,2018-06-15 15:01:32.041255,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4766,2018-06-15 15:01:33.068242,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4767,2018-06-15 15:01:34.096123,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4768,2018-06-15 15:01:35.124111,21.10232,40.24337,28.05892,1019.238,1516.994,28.05892
4769,2018-06-15 15:01:36.150138,21.10554,40.24337,28.05682,1019.236,1517.001,28.05682
4770,2018-06-15 15:01:37.177100,21.10875,40.24337,28.05472,1019.234,1517.007,28.05472
4771,2018-06-15 15:01:38.205056,21.0975,40.24337,28.06208,1019.242,1516.984,28.06208
4772,2018-06-15 15:01:39.232986,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4773,2018-06-15 15:01:40.246019,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4774,2018-06-15 15:01:41.272912,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4775,2018-06-15 15:01:42.300879,21.10715,40.24337,28.05577,1019.235,1517.004,28.05577
4776,2018-06-15 15:01:43.328900,21.10875,40.24337,28.05472,1019.234,1517.007,28.05472
4777,2018-06-15 15:01:44.356931,21.09107,40.24465,28.06728,1019.248,1516.973,28.06728
4778,2018-06-15 15:01:45.384841,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4779,2018-06-15 15:01:46.412856,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4780,2018-06-15 15:01:47.439750,21.10072,40.24337,28.05998,1019.24,1516.991,28.05998
4781,2018-06-15 15:01:48.448829,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4782,2018-06-15 15:01:49.461736,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4783,2018-06-15 15:01:50.476616,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4784,2018-06-15 15:01:51.488751,21.0975,40.24337,28.06208,1019.242,1516.984,28.06208
4785,2018-06-15 15:01:52.517026,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4786,2018-06-15 15:01:53.543638,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4787,2018-06-15 15:01:54.572705,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4788,2018-06-15 15:01:55.599587,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4789,2018-06-15 15:01:56.626560,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4790,2018-06-15 15:01:57.654480,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4791,2018-06-15 15:01:58.682476,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4792,2018-06-15 15:01:59.705534,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4793,2018-06-15 15:02:00.733569,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4794,2018-06-15 15:02:01.761493,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4795,2018-06-15 15:02:02.771398,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4796,2018-06-15 15:02:03.799399,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4797,2018-06-15 15:02:04.827358,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4798,2018-06-15 15:02:05.854246,21.09107,40.24465,28.06728,1019.248,1516.973,28.06728
4799,2018-06-15 15:02:06.865283,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4800,2018-06-15 15:02:07.879257,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4801,2018-06-15 15:02:08.906235,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4802,2018-06-15 15:02:09.933217,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4803,2018-06-15 15:02:10.947106,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4804,2018-06-15 15:02:11.970081,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4805,2018-06-15 15:02:12.980155,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4806,2018-06-15 15:02:14.007236,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4807,2018-06-15 15:02:15.035102,21.0959,40.24465,28.06411,1019.244,1516.982,28.06411
4808,2018-06-15 15:02:16.049021,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4809,2018-06-15 15:02:17.075093,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4810,2018-06-15 15:02:18.089102,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4811,2018-06-15 15:02:19.116938,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4812,2018-06-15 15:02:20.139008,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4813,2018-06-15 15:02:21.165976,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4814,2018-06-15 15:02:22.193994,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4815,2018-06-15 15:02:23.206923,21.09428,40.24465,28.06517,1019.245,1516.979,28.06517
4816,2018-06-15 15:02:24.233892,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4817,2018-06-15 15:02:25.261898,21.10875,40.24465,28.05572,1019.234,1517.008,28.05572
4818,2018-06-15 15:02:26.288878,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4819,2018-06-15 15:02:27.316775,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4820,2018-06-15 15:02:28.343772,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4821,2018-06-15 15:02:29.371793,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4822,2018-06-15 15:02:30.398752,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
4823,2018-06-15 15:02:31.425691,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4824,2018-06-15 15:02:32.453767,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4825,2018-06-15 15:02:33.481651,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4826,2018-06-15 15:02:34.508644,21.09107,40.24465,28.06728,1019.248,1516.973,28.06728
4827,2018-06-15 15:02:35.536650,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4828,2018-06-15 15:02:36.563638,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4829,2018-06-15 15:02:37.591571,21.0959,40.24465,28.06411,1019.244,1516.982,28.06411
4830,2018-06-15 15:02:38.618545,21.09911,40.24593,28.063,1019.242,1516.99,28.063
4831,2018-06-15 15:02:39.641506,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4832,2018-06-15 15:02:40.668556,21.0959,40.24593,28.0651,1019.245,1516.983,28.0651
4833,2018-06-15 15:02:41.695409,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
4834,2018-06-15 15:02:42.705379,21.0975,40.24593,28.06406,1019.244,1516.987,28.06406
4835,2018-06-15 15:02:43.732337,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4836,2018-06-15 15:02:44.744368,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4837,2018-06-15 15:02:45.772311,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4838,2018-06-15 15:02:46.802310,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4839,2018-06-15 15:02:47.833241,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4840,2018-06-15 15:02:48.861299,21.11037,40.24593,28.05564,1019.234,1517.013,28.05564
4841,2018-06-15 15:02:49.890180,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4842,2018-06-15 15:02:50.918282,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
4843,2018-06-15 15:02:51.946170,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4844,2018-06-15 15:02:52.959171,21.09428,40.24593,28.06616,1019.246,1516.98,28.06616
4845,2018-06-15 15:02:53.987128,21.0959,40.24593,28.0651,1019.245,1516.983,28.0651
4846,2018-06-15 15:02:55.015078,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
4847,2018-06-15 15:02:56.042120,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4848,2018-06-15 15:02:57.070024,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4849,2018-06-15 15:02:58.096995,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4850,2018-06-15 15:02:59.123941,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4851,2018-06-15 15:03:00.153030,21.11197,40.24593,28.0546,1019.233,1517.016,28.0546
4852,2018-06-15 15:03:01.165903,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4853,2018-06-15 15:03:02.193995,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4854,2018-06-15 15:03:03.206925,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4855,2018-06-15 15:03:04.233912,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4856,2018-06-15 15:03:05.260882,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4857,2018-06-15 15:03:06.288842,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4858,2018-06-15 15:03:07.316853,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4859,2018-06-15 15:03:08.328806,21.09911,40.24593,28.063,1019.242,1516.99,28.063
4860,2018-06-15 15:03:09.356844,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
4861,2018-06-15 15:03:10.383735,21.0959,40.24593,28.0651,1019.245,1516.983,28.0651
4862,2018-06-15 15:03:11.410681,21.0959,40.24593,28.0651,1019.245,1516.983,28.0651
4863,2018-06-15 15:03:12.437721,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4864,2018-06-15 15:03:13.465592,21.09911,40.24593,28.063,1019.242,1516.99,28.063
4865,2018-06-15 15:03:14.493581,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4866,2018-06-15 15:03:15.519586,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4867,2018-06-15 15:03:16.546578,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4868,2018-06-15 15:03:17.573576,21.10554,40.24337,28.05682,1019.236,1517.001,28.05682
4869,2018-06-15 15:03:18.600555,21.0959,40.24337,28.06312,1019.243,1516.981,28.06312
4870,2018-06-15 15:03:19.629492,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4871,2018-06-15 15:03:20.638451,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4872,2018-06-15 15:03:21.666493,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4873,2018-06-15 15:03:22.694478,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4874,2018-06-15 15:03:23.722378,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4875,2018-06-15 15:03:24.749338,21.09428,40.24465,28.06517,1019.245,1516.979,28.06517
4876,2018-06-15 15:03:25.779368,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4877,2018-06-15 15:03:26.791392,21.10875,40.24337,28.05472,1019.234,1517.007,28.05472
4878,2018-06-15 15:03:27.822272,21.10393,40.24337,28.05788,1019.237,1516.998,28.05788
4879,2018-06-15 15:03:28.849248,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4880,2018-06-15 15:03:29.876234,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4881,2018-06-15 15:03:30.904244,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4882,2018-06-15 15:03:31.932199,21.10875,40.24337,28.05472,1019.234,1517.007,28.05472
4883,2018-06-15 15:03:32.945125,21.11197,40.24465,28.0536,1019.232,1517.015,28.0536
4884,2018-06-15 15:03:33.973196,21.10875,40.24465,28.05572,1019.234,1517.008,28.05572
4885,2018-06-15 15:03:35.003057,21.0959,40.24337,28.06312,1019.243,1516.981,28.06312
4886,2018-06-15 15:03:36.029993,21.10875,40.24337,28.05472,1019.234,1517.007,28.05472
4887,2018-06-15 15:03:37.052041,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4888,2018-06-15 15:03:38.080074,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4889,2018-06-15 15:03:39.108111,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4890,2018-06-15 15:03:40.135053,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4891,2018-06-15 15:03:41.147982,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4892,2018-06-15 15:03:42.174895,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4893,2018-06-15 15:03:43.202837,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4894,2018-06-15 15:03:44.211823,21.09911,40.24337,28.06102,1019.241,1516.988,28.06102
4895,2018-06-15 15:03:45.240982,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4896,2018-06-15 15:03:46.267907,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4897,2018-06-15 15:03:47.295771,21.11197,40.24337,28.05261,1019.231,1517.014,28.05261
4898,2018-06-15 15:03:48.319874,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4899,2018-06-15 15:03:49.345771,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4900,2018-06-15 15:03:50.358723,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4901,2018-06-15 15:03:51.386719,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4902,2018-06-15 15:03:52.414694,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4903,2018-06-15 15:03:53.435615,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4904,2018-06-15 15:03:54.457627,21.09911,40.24465,28.06201,1019.242,1516.989,28.06201
4905,2018-06-15 15:03:55.484513,21.10072,40.24465,28.06096,1019.24,1516.992,28.06096
4906,2018-06-15 15:03:56.493622,21.11518,40.24465,28.05151,1019.229,1517.021,28.05151
4907,2018-06-15 15:03:57.519616,21.0975,40.24465,28.06307,1019.243,1516.986,28.06307
4908,2018-06-15 15:03:58.547566,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4909,2018-06-15 15:03:59.575588,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4910,2018-06-15 15:04:00.602326,21.11358,40.24593,28.05354,1019.231,1517.019,28.05354
4911,2018-06-15 15:04:01.612462,21.10875,40.24465,28.05572,1019.234,1517.008,28.05572
4912,2018-06-15 15:04:02.622270,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4913,2018-06-15 15:04:03.631241,21.10875,40.24465,28.05572,1019.234,1517.008,28.05572
4914,2018-06-15 15:04:04.645224,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4915,2018-06-15 15:04:05.665249,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4916,2018-06-15 15:04:06.675303,21.11037,40.24465,28.05465,1019.233,1517.012,28.05465
4917,2018-06-15 15:04:07.685250,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4918,2018-06-15 15:04:08.710277,21.11358,40.24465,28.05255,1019.231,1517.018,28.05255
4919,2018-06-15 15:04:09.739248,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4920,2018-06-15 15:04:10.749178,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4921,2018-06-15 15:04:11.760124,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4922,2018-06-15 15:04:12.773086,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4923,2018-06-15 15:04:13.782044,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4924,2018-06-15 15:04:14.792076,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4925,2018-06-15 15:04:15.801973,21.10875,40.24593,28.0567,1019.235,1517.01,28.0567
4926,2018-06-15 15:04:16.812137,21.10232,40.24465,28.05992,1019.239,1516.995,28.05992
4927,2018-06-15 15:04:17.829948,21.10875,40.24465,28.05572,1019.234,1517.008,28.05572
4928,2018-06-15 15:04:18.838891,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4929,2018-06-15 15:04:19.847893,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
4930,2018-06-15 15:04:20.871843,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
4931,2018-06-15 15:04:21.887779,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4932,2018-06-15 15:04:22.897826,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4933,2018-06-15 15:04:23.907727,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4934,2018-06-15 15:04:24.923873,21.11037,40.24465,28.05465,1019.233,1517.012,28.05465
4935,2018-06-15 15:04:25.932793,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4936,2018-06-15 15:04:26.943764,21.11197,40.24465,28.0536,1019.232,1517.015,28.0536
4937,2018-06-15 15:04:27.957742,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
4938,2018-06-15 15:04:28.966722,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4939,2018-06-15 15:04:29.979606,21.11037,40.24465,28.05465,1019.233,1517.012,28.05465
4940,2018-06-15 15:04:30.989667,21.10072,40.24593,28.06195,1019.241,1516.993,28.06195
4941,2018-06-15 15:04:32.015546,21.10875,40.24465,28.05572,1019.234,1517.008,28.05572
4942,2018-06-15 15:04:33.024585,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4943,2018-06-15 15:04:34.034456,21.10554,40.24465,28.05782,1019.237,1517.002,28.05782
4944,2018-06-15 15:04:35.044500,21.10232,40.24593,28.06091,1019.24,1516.996,28.06091
4945,2018-06-15 15:04:36.056529,21.10393,40.24465,28.05887,1019.238,1516.999,28.05887
4946,2018-06-15 15:04:37.071452,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4947,2018-06-15 15:04:38.088480,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4948,2018-06-15 15:04:39.100783,21.0975,40.24593,28.06406,1019.244,1516.987,28.06406
4949,2018-06-15 15:04:40.114493,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4950,2018-06-15 15:04:41.125326,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4951,2018-06-15 15:04:42.149248,21.10554,40.24593,28.0588,1019.237,1517.003,28.0588
4952,2018-06-15 15:04:43.160203,21.10715,40.24465,28.05676,1019.236,1517.005,28.05676
4953,2018-06-15 15:04:44.170214,21.10715,40.24593,28.05775,1019.236,1517.006,28.05775
4954,2018-06-15 15:04:45.181243,21.11037,40.24465,28.05465,1019.233,1517.012,28.05465
4955,2018-06-15 15:04:46.193248,21.10393,40.24593,28.05985,1019.239,1517.0,28.05985
