Scan,Time,Temperature[°C],Condutivity[mS/cm],Salinity[PSU],Density[kg/m3],Sound Speed[m/s],Conductance[S]
290,2018-06-15 13:45:05.526840,20.41742,52.1406,38.10389,1027.064,1526.281,38.10389
291,2018-06-15 13:45:06.553748,20.41904,52.1406,38.10242,1027.063,1526.284,38.10242
292,2018-06-15 13:45:07.580798,20.41742,52.1406,38.10389,1027.064,1526.281,38.10389
293,2018-06-15 13:45:08.605770,20.41904,52.1406,38.10242,1027.063,1526.284,38.10242
294,2018-06-15 13:45:09.617819,20.42386,52.1406,38.09807,1027.058,1526.292,38.09807
295,2018-06-15 13:45:10.641649,20.41904,52.1406,38.10242,1027.063,1526.284,38.10242
296,2018-06-15 13:45:11.668742,20.42065,52.1406,38.10098,1027.061,1526.286,38.10098
297,2018-06-15 13:45:12.693780,20.42708,52.1406,38.09517,1027.055,1526.297,38.09517
298,2018-06-15 13:45:13.718609,20.42708,52.1406,38.09517,1027.055,1526.297,38.09517
299,2018-06-15 13:45:14.744686,20.42869,52.14186,38.09475,1027.054,1526.301,38.09475
300,2018-06-15 13:45:15.770553,20.42547,52.14187,38.09766,1027.057,1526.296,38.09766
301,2018-06-15 13:45:16.796496,20.43029,52.14186,38.0933,1027.053,1526.304,38.0933
302,2018-06-15 13:45:17.825599,20.42386,52.14187,38.09912,1027.059,1526.293,38.09912
303,2018-06-15 13:45:18.852501,20.42708,52.14187,38.09621,1027.056,1526.298,38.09621
304,2018-06-15 13:45:19.877409,20.42869,52.14186,38.09475,1027.054,1526.301,38.09475
305,2018-06-15 13:45:20.904346,20.43512,52.14186,38.08895,1027.048,1526.312,38.08895
306,2018-06-15 13:45:21.930428,20.42869,52.14186,38.09475,1027.054,1526.301,38.09475
307,2018-06-15 13:45:22.955428,20.43672,52.14186,38.08749,1027.047,1526.315,38.08749
308,2018-06-15 13:45:23.982359,20.43029,52.14186,38.0933,1027.053,1526.304,38.0933
309,2018-06-15 13:45:25.008411,20.43351,52.14186,38.0904,1027.05,1526.309,38.0904
310,2018-06-15 13:45:26.033296,20.42869,52.14314,38.09579,1027.055,1526.302,38.09579
311,2018-06-15 13:45:27.058281,20.42065,52.14187,38.10202,1027.062,1526.287,38.10202
312,2018-06-15 13:45:28.084295,20.43351,52.14314,38.09144,1027.051,1526.311,38.09144
313,2018-06-15 13:45:29.110225,20.43512,52.14314,38.08999,1027.049,1526.313,38.08999
314,2018-06-15 13:45:30.136232,20.42869,52.14314,38.09579,1027.055,1526.302,38.09579
315,2018-06-15 13:45:31.160179,20.43351,52.14314,38.09144,1027.051,1526.311,38.09144
316,2018-06-15 13:45:32.186094,20.4319,52.14314,38.0929,1027.052,1526.308,38.0929
317,2018-06-15 13:45:33.212151,20.43351,52.14314,38.09144,1027.051,1526.311,38.09144
318,2018-06-15 13:45:34.237087,20.43351,52.14314,38.09144,1027.051,1526.311,38.09144
319,2018-06-15 13:45:35.265100,20.43351,52.14314,38.09144,1027.051,1526.311,38.09144
320,2018-06-15 13:45:36.289074,20.44155,52.14313,38.08418,1027.043,1526.324,38.08418
321,2018-06-15 13:45:37.314062,20.4319,52.14441,38.09394,1027.053,1526.309,38.09394
322,2018-06-15 13:45:38.339060,20.43672,52.14441,38.08958,1027.048,1526.317,38.08958
323,2018-06-15 13:45:39.363917,20.43994,52.14441,38.08668,1027.045,1526.323,38.08668
324,2018-06-15 13:45:40.390944,20.44316,52.14313,38.08274,1027.041,1526.327,38.08274
325,2018-06-15 13:45:41.416908,20.43351,52.14441,38.09249,1027.051,1526.312,38.09249
326,2018-06-15 13:45:42.444833,20.44316,52.14441,38.08378,1027.042,1526.328,38.08378
327,2018-06-15 13:45:43.469901,20.4319,52.14441,38.09394,1027.053,1526.309,38.09394
328,2018-06-15 13:45:44.494848,20.44155,52.14441,38.08523,1027.044,1526.325,38.08523
329,2018-06-15 13:45:45.520832,20.43994,52.14441,38.08668,1027.045,1526.323,38.08668
330,2018-06-15 13:45:46.546807,20.4512,52.1444,38.07652,1027.034,1526.342,38.07652
331,2018-06-15 13:45:47.570788,20.44476,52.1444,38.08233,1027.041,1526.331,38.08233
332,2018-06-15 13:45:48.596736,20.44476,52.1444,38.08233,1027.041,1526.331,38.08233
333,2018-06-15 13:45:49.623743,20.44476,52.14568,38.08338,1027.041,1526.332,38.08338
334,2018-06-15 13:45:50.650727,20.44798,52.1444,38.07943,1027.037,1526.336,38.07943
335,2018-06-15 13:45:51.676757,20.44798,52.14568,38.08048,1027.038,1526.338,38.08048
336,2018-06-15 13:45:52.702727,20.44637,52.1444,38.08089,1027.039,1526.334,38.08089
337,2018-06-15 13:45:53.727752,20.45442,52.14567,38.07467,1027.032,1526.349,38.07467
338,2018-06-15 13:45:54.753624,20.4512,52.14567,38.07756,1027.035,1526.343,38.07756
339,2018-06-15 13:45:55.784654,20.4512,52.14567,38.07756,1027.035,1526.343,38.07756
340,2018-06-15 13:45:56.809505,20.44798,52.14568,38.08048,1027.038,1526.338,38.08048
341,2018-06-15 13:45:57.834557,20.44637,52.14568,38.08193,1027.04,1526.335,38.08193
342,2018-06-15 13:45:58.859571,20.4512,52.14567,38.07756,1027.035,1526.343,38.07756
343,2018-06-15 13:45:59.885449,20.45603,52.14694,38.07426,1027.031,1526.352,38.07426
344,2018-06-15 13:46:00.894415,20.44155,52.14695,38.08733,1027.045,1526.328,38.08733
345,2018-06-15 13:46:01.920418,20.4512,52.14567,38.07756,1027.035,1526.343,38.07756
346,2018-06-15 13:46:02.948387,20.45763,52.14694,38.07283,1027.03,1526.355,38.07283
347,2018-06-15 13:46:03.974423,20.45603,52.14567,38.07321,1027.031,1526.351,38.07321
348,2018-06-15 13:46:04.999243,20.44476,52.14695,38.08443,1027.042,1526.333,38.08443
349,2018-06-15 13:46:06.025325,20.45442,52.14694,38.07571,1027.033,1526.35,38.07571
350,2018-06-15 13:46:07.051264,20.45924,52.14694,38.07137,1027.028,1526.358,38.07137
351,2018-06-15 13:46:08.079223,20.45442,52.14694,38.07571,1027.033,1526.35,38.07571
352,2018-06-15 13:46:09.105210,20.45442,52.14822,38.07676,1027.034,1526.351,38.07676
353,2018-06-15 13:46:10.131232,20.45442,52.14822,38.07676,1027.034,1526.351,38.07676
354,2018-06-15 13:46:11.156189,20.45763,52.14822,38.07387,1027.031,1526.356,38.07387
355,2018-06-15 13:46:12.182232,20.45603,52.14822,38.07531,1027.032,1526.354,38.07531
356,2018-06-15 13:46:13.208072,20.45603,52.14822,38.07531,1027.032,1526.354,38.07531
357,2018-06-15 13:46:14.234224,20.45603,52.14822,38.07531,1027.032,1526.354,38.07531
358,2018-06-15 13:46:15.260161,20.46085,52.14822,38.07097,1027.028,1526.362,38.07097
359,2018-06-15 13:46:16.285073,20.45763,52.14822,38.07387,1027.031,1526.356,38.07387
360,2018-06-15 13:46:17.311047,20.46245,52.14949,38.07056,1027.027,1526.366,38.07056
361,2018-06-15 13:46:18.338051,20.4528,52.14822,38.07821,1027.035,1526.348,38.07821
362,2018-06-15 13:46:19.363966,20.45924,52.14949,38.07346,1027.03,1526.36,38.07346
363,2018-06-15 13:46:20.388874,20.46245,52.14949,38.07056,1027.027,1526.366,38.07056
364,2018-06-15 13:46:21.415872,20.45442,52.14949,38.0778,1027.034,1526.352,38.0778
365,2018-06-15 13:46:22.440839,20.46568,52.14949,38.06766,1027.024,1526.371,38.06766
366,2018-06-15 13:46:23.466877,20.46568,52.14949,38.06766,1027.024,1526.371,38.06766
367,2018-06-15 13:46:24.492837,20.45763,52.15076,38.07596,1027.032,1526.358,38.07596
368,2018-06-15 13:46:25.519833,20.45603,52.14949,38.07635,1027.033,1526.355,38.07635
369,2018-06-15 13:46:26.545779,20.45924,52.14949,38.07346,1027.03,1526.36,38.07346
370,2018-06-15 13:46:27.572718,20.45924,52.15076,38.0745,1027.031,1526.361,38.0745
371,2018-06-15 13:46:28.598813,20.46729,52.15075,38.06725,1027.023,1526.375,38.06725
372,2018-06-15 13:46:29.625729,20.45603,52.15076,38.07739,1027.034,1526.356,38.07739
373,2018-06-15 13:46:30.651717,20.46407,52.15076,38.07014,1027.026,1526.37,38.07014
374,2018-06-15 13:46:31.676693,20.46245,52.15076,38.07161,1027.028,1526.367,38.07161
375,2018-06-15 13:46:32.701620,20.45924,52.15076,38.0745,1027.031,1526.361,38.0745
376,2018-06-15 13:46:33.727662,20.46889,52.15203,38.06686,1027.022,1526.379,38.06686
377,2018-06-15 13:46:34.753615,20.4705,52.15203,38.06541,1027.021,1526.382,38.06541
378,2018-06-15 13:46:35.779589,20.46729,52.15203,38.06831,1027.024,1526.376,38.06831
379,2018-06-15 13:46:36.806516,20.47372,52.15203,38.0625,1027.018,1526.387,38.0625
380,2018-06-15 13:46:37.831426,20.46085,52.15203,38.0741,1027.03,1526.365,38.0741
381,2018-06-15 13:46:38.857480,20.46568,52.15203,38.06974,1027.025,1526.373,38.06974
382,2018-06-15 13:46:39.883410,20.46729,52.15203,38.06831,1027.024,1526.376,38.06831
383,2018-06-15 13:46:40.908430,20.46889,52.1533,38.0679,1027.023,1526.38,38.0679
384,2018-06-15 13:46:41.934362,20.47211,52.1533,38.06499,1027.02,1526.386,38.06499
385,2018-06-15 13:46:42.961317,20.46407,52.1533,38.07224,1027.028,1526.372,38.07224
386,2018-06-15 13:46:43.989353,20.46568,52.1533,38.07079,1027.026,1526.375,38.07079
387,2018-06-15 13:46:45.015265,20.46407,52.1533,38.07224,1027.028,1526.372,38.07224
388,2018-06-15 13:46:46.040339,20.46085,52.15458,38.0762,1027.031,1526.368,38.0762
389,2018-06-15 13:46:47.068311,20.46889,52.1533,38.0679,1027.023,1526.38,38.0679
390,2018-06-15 13:46:48.094275,20.46085,52.15458,38.0762,1027.031,1526.368,38.0762
391,2018-06-15 13:46:49.118163,20.46568,52.15458,38.07185,1027.027,1526.376,38.07185
392,2018-06-15 13:46:50.144376,20.46729,52.15458,38.0704,1027.025,1526.378,38.0704
393,2018-06-15 13:46:51.170183,20.46407,52.15458,38.0733,1027.028,1526.373,38.0733
394,2018-06-15 13:46:52.194143,20.46889,52.15458,38.06895,1027.024,1526.381,38.06895
395,2018-06-15 13:46:53.220134,20.47533,52.15457,38.06314,1027.017,1526.392,38.06314
396,2018-06-15 13:46:54.246074,20.47211,52.15457,38.06604,1027.021,1526.387,38.06604
397,2018-06-15 13:46:55.271079,20.47533,52.15584,38.06419,1027.018,1526.393,38.06419
398,2018-06-15 13:46:56.296993,20.47372,52.15584,38.06563,1027.02,1526.391,38.06563
399,2018-06-15 13:46:57.323017,20.47694,52.15457,38.06169,1027.016,1526.395,38.06169
400,2018-06-15 13:46:58.349055,20.46568,52.15585,38.07289,1027.028,1526.377,38.07289
401,2018-06-15 13:46:59.375956,20.47533,52.15584,38.06419,1027.018,1526.393,38.06419
402,2018-06-15 13:47:00.401942,20.4705,52.15585,38.06854,1027.023,1526.385,38.06854
403,2018-06-15 13:47:01.427979,20.46729,52.15458,38.0704,1027.025,1526.378,38.0704
404,2018-06-15 13:47:02.454899,20.47533,52.15584,38.06419,1027.018,1526.393,38.06419
405,2018-06-15 13:47:03.481934,20.48015,52.15584,38.05983,1027.014,1526.401,38.05983
406,2018-06-15 13:47:04.507899,20.47533,52.15711,38.06523,1027.019,1526.395,38.06523
407,2018-06-15 13:47:05.516866,20.47372,52.15711,38.06668,1027.021,1526.392,38.06668
408,2018-06-15 13:47:06.543813,20.48015,52.15584,38.05983,1027.014,1526.401,38.05983
409,2018-06-15 13:47:07.569725,20.47694,52.15711,38.06378,1027.018,1526.397,38.06378
410,2018-06-15 13:47:08.595792,20.46729,52.15712,38.07248,1027.027,1526.381,38.07248
411,2018-06-15 13:47:09.620795,20.47372,52.15711,38.06668,1027.021,1526.392,38.06668
412,2018-06-15 13:47:10.647755,20.47855,52.15838,38.06337,1027.017,1526.401,38.06337
413,2018-06-15 13:47:11.673742,20.48015,52.15838,38.06192,1027.015,1526.404,38.06192
414,2018-06-15 13:47:12.700725,20.48497,52.15838,38.05758,1027.011,1526.412,38.05758
415,2018-06-15 13:47:13.725729,20.47533,52.15839,38.06628,1027.02,1526.396,38.06628
416,2018-06-15 13:47:14.751684,20.48176,52.15965,38.06152,1027.015,1526.408,38.06152
417,2018-06-15 13:47:15.776605,20.48176,52.15965,38.06152,1027.015,1526.408,38.06152
418,2018-06-15 13:47:16.802414,20.48497,52.15838,38.05758,1027.011,1526.412,38.05758
419,2018-06-15 13:47:17.811475,20.48015,52.15838,38.06192,1027.015,1526.404,38.06192
420,2018-06-15 13:47:18.834496,20.47855,52.15965,38.06443,1027.018,1526.402,38.06443
421,2018-06-15 13:47:19.862472,20.48658,52.15965,38.05719,1027.01,1526.416,38.05719
422,2018-06-15 13:47:20.888540,20.47694,52.15966,38.06588,1027.019,1526.4,38.06588
423,2018-06-15 13:47:21.916412,20.47533,52.15966,38.06733,1027.021,1526.397,38.06733
424,2018-06-15 13:47:22.942383,20.48497,52.15965,38.05863,1027.012,1526.413,38.05863
425,2018-06-15 13:47:23.968375,20.47372,52.16093,38.06982,1027.023,1526.395,38.06982
426,2018-06-15 13:47:24.993317,20.47694,52.16093,38.06692,1027.02,1526.401,38.06692
427,2018-06-15 13:47:26.019365,20.47855,52.16092,38.06547,1027.018,1526.404,38.06547
428,2018-06-15 13:47:27.045408,20.48497,52.16092,38.05968,1027.012,1526.414,38.05968
429,2018-06-15 13:47:28.074325,20.48819,52.16092,38.05678,1027.009,1526.42,38.05678
430,2018-06-15 13:47:29.103211,20.48819,52.16092,38.05678,1027.009,1526.42,38.05678
431,2018-06-15 13:47:30.134196,20.48337,52.1622,38.06217,1027.015,1526.413,38.06217
432,2018-06-15 13:47:31.158181,20.4898,52.1622,38.05636,1027.008,1526.424,38.05636
433,2018-06-15 13:47:32.177196,20.4914,52.1622,38.05492,1027.007,1526.427,38.05492
434,2018-06-15 13:47:33.203123,20.47694,52.1622,38.06797,1027.021,1526.402,38.06797
435,2018-06-15 13:47:34.229106,20.48497,52.1622,38.06072,1027.013,1526.416,38.06072
436,2018-06-15 13:47:35.255105,20.48658,52.1622,38.05927,1027.011,1526.418,38.05927
437,2018-06-15 13:47:36.282016,20.49302,52.1622,38.05346,1027.005,1526.429,38.05346
438,2018-06-15 13:47:37.309068,20.47694,52.16348,38.06901,1027.022,1526.403,38.06901
439,2018-06-15 13:47:38.336951,20.48176,52.16347,38.06467,1027.017,1526.411,38.06467
440,2018-06-15 13:47:39.363927,20.48337,52.16474,38.06426,1027.016,1526.415,38.06426
441,2018-06-15 13:47:40.394978,20.48176,52.16347,38.06467,1027.017,1526.411,38.06467
442,2018-06-15 13:47:41.421961,20.48497,52.16347,38.06177,1027.014,1526.417,38.06177
443,2018-06-15 13:47:42.445923,20.48658,52.16474,38.06136,1027.013,1526.421,38.06136
444,2018-06-15 13:47:43.470839,20.4898,52.16474,38.05845,1027.01,1526.426,38.05845
445,2018-06-15 13:47:44.497905,20.48015,52.16474,38.06716,1027.019,1526.41,38.06716
446,2018-06-15 13:47:45.525806,20.4914,52.16474,38.05701,1027.009,1526.429,38.05701
447,2018-06-15 13:47:46.551839,20.48497,52.16474,38.06281,1027.015,1526.418,38.06281
448,2018-06-15 13:47:47.578717,20.48337,52.16474,38.06426,1027.016,1526.415,38.06426
449,2018-06-15 13:47:48.605784,20.49302,52.16474,38.05555,1027.007,1526.431,38.05555
450,2018-06-15 13:47:49.630787,20.48658,52.16601,38.06241,1027.014,1526.422,38.06241
451,2018-06-15 13:47:50.656777,20.48497,52.16474,38.06281,1027.015,1526.418,38.06281
452,2018-06-15 13:47:51.682618,20.48176,52.16602,38.06676,1027.019,1526.414,38.06676
453,2018-06-15 13:47:52.708703,20.4898,52.16601,38.05951,1027.011,1526.427,38.05951
454,2018-06-15 13:47:53.734662,20.48658,52.16601,38.06241,1027.014,1526.422,38.06241
455,2018-06-15 13:47:54.761521,20.48819,52.16601,38.06096,1027.012,1526.424,38.06096
456,2018-06-15 13:47:55.791602,20.48497,52.16601,38.06385,1027.015,1526.419,38.06385
457,2018-06-15 13:47:56.818535,20.4914,52.16728,38.0591,1027.01,1526.431,38.0591
458,2018-06-15 13:47:57.845482,20.48176,52.16729,38.0678,1027.019,1526.415,38.0678
459,2018-06-15 13:47:58.871408,20.48337,52.16728,38.06636,1027.018,1526.418,38.06636
460,2018-06-15 13:47:59.895445,20.48658,52.16728,38.06345,1027.015,1526.423,38.06345
461,2018-06-15 13:48:00.905439,20.4914,52.16728,38.0591,1027.01,1526.431,38.0591
462,2018-06-15 13:48:01.931384,20.48819,52.16728,38.06201,1027.013,1526.426,38.06201
463,2018-06-15 13:48:02.958340,20.49302,52.16728,38.05766,1027.009,1526.434,38.05766
464,2018-06-15 13:48:03.985344,20.4914,52.16728,38.0591,1027.01,1526.431,38.0591
465,2018-06-15 13:48:05.012325,20.48658,52.16856,38.06451,1027.016,1526.424,38.06451
466,2018-06-15 13:48:06.039270,20.48819,52.16856,38.06305,1027.014,1526.427,38.06305
467,2018-06-15 13:48:07.068269,20.49783,52.16856,38.05436,1027.005,1526.443,38.05436
468,2018-06-15 13:48:08.094263,20.50105,52.16856,38.05148,1027.002,1526.449,38.05148
469,2018-06-15 13:48:09.120205,20.49462,52.16983,38.05829,1027.009,1526.439,38.05829
470,2018-06-15 13:48:10.147170,20.49945,52.16855,38.0529,1027.003,1526.446,38.0529
471,2018-06-15 13:48:11.173219,20.49462,52.16856,38.05725,1027.008,1526.438,38.05725
472,2018-06-15 13:48:12.199181,20.4914,52.16856,38.06015,1027.011,1526.432,38.06015
473,2018-06-15 13:48:13.225114,20.48337,52.16983,38.06845,1027.019,1526.42,38.06845
474,2018-06-15 13:48:14.251109,20.49624,52.16983,38.05684,1027.007,1526.442,38.05684
475,2018-06-15 13:48:15.276919,20.49462,52.16983,38.05829,1027.009,1526.439,38.05829
476,2018-06-15 13:48:16.303089,20.49945,52.16983,38.05394,1027.004,1526.447,38.05394
477,2018-06-15 13:48:17.329011,20.49945,52.16983,38.05394,1027.004,1526.447,38.05394
478,2018-06-15 13:48:18.338072,20.49783,52.16983,38.0554,1027.005,1526.444,38.0554
479,2018-06-15 13:48:19.363879,20.49462,52.16983,38.05829,1027.009,1526.439,38.05829
480,2018-06-15 13:48:20.388940,20.49462,52.16983,38.05829,1027.009,1526.439,38.05829
481,2018-06-15 13:48:21.415016,20.49462,52.16983,38.05829,1027.009,1526.439,38.05829
482,2018-06-15 13:48:22.439902,20.4914,52.1711,38.06225,1027.013,1526.435,38.06225
483,2018-06-15 13:48:23.465912,20.4898,52.1711,38.06369,1027.014,1526.432,38.06369
484,2018-06-15 13:48:24.491814,20.49624,52.1711,38.0579,1027.008,1526.443,38.0579
485,2018-06-15 13:48:25.517875,20.49462,52.1711,38.05935,1027.009,1526.44,38.05935
486,2018-06-15 13:48:26.544794,20.49783,52.1711,38.05646,1027.006,1526.446,38.05646
487,2018-06-15 13:48:27.570719,20.50266,52.17237,38.05314,1027.003,1526.455,38.05314
488,2018-06-15 13:48:28.597701,20.50105,52.1711,38.05356,1027.003,1526.451,38.05356
489,2018-06-15 13:48:29.624740,20.49783,52.1711,38.05646,1027.006,1526.446,38.05646
490,2018-06-15 13:48:30.652786,20.49462,52.17492,38.06248,1027.012,1526.444,38.06248
491,2018-06-15 13:48:31.677593,20.49783,52.17237,38.05749,1027.007,1526.447,38.05749
492,2018-06-15 13:48:32.703599,20.50266,52.17492,38.05523,1027.004,1526.457,38.05523
493,2018-06-15 13:48:33.729603,20.49945,52.17492,38.05813,1027.007,1526.452,38.05813
494,2018-06-15 13:48:34.755605,20.4914,52.17492,38.06538,1027.015,1526.438,38.06538
495,2018-06-15 13:48:35.781631,20.4914,52.17492,38.06538,1027.015,1526.438,38.06538
496,2018-06-15 13:48:36.807559,20.49783,52.17492,38.05959,1027.009,1526.449,38.05959
497,2018-06-15 13:48:37.833534,20.49783,52.17492,38.05959,1027.009,1526.449,38.05959
498,2018-06-15 13:48:38.858405,20.49945,52.17492,38.05813,1027.007,1526.452,38.05813
499,2018-06-15 13:48:39.885366,20.49783,52.17492,38.05959,1027.009,1526.449,38.05959
500,2018-06-15 13:48:40.913398,20.49462,52.17492,38.06248,1027.012,1526.444,38.06248
501,2018-06-15 13:48:41.941403,20.49462,52.17492,38.06248,1027.012,1526.444,38.06248
502,2018-06-15 13:48:42.967511,20.49783,52.17492,38.05959,1027.009,1526.449,38.05959
503,2018-06-15 13:48:43.994284,20.50105,52.17492,38.0567,1027.005,1526.454,38.0567
504,2018-06-15 13:48:45.021321,20.50588,52.17492,38.05235,1027.001,1526.463,38.05235
505,2018-06-15 13:48:46.046303,20.49783,52.17492,38.05959,1027.009,1526.449,38.05959
506,2018-06-15 13:48:47.071275,20.4914,52.17492,38.06538,1027.015,1526.438,38.06538
507,2018-06-15 13:48:48.097311,20.50266,52.17492,38.05523,1027.004,1526.457,38.05523
508,2018-06-15 13:48:49.123210,20.50266,52.17492,38.05523,1027.004,1526.457,38.05523
509,2018-06-15 13:48:50.150120,20.49624,52.17492,38.06103,1027.01,1526.446,38.06103
510,2018-06-15 13:48:51.177126,20.49462,52.17492,38.06248,1027.012,1526.444,38.06248
511,2018-06-15 13:48:52.203115,20.50426,52.17492,38.05379,1027.002,1526.46,38.05379
512,2018-06-15 13:48:53.228009,20.50105,52.17619,38.05774,1027.006,1526.456,38.05774
513,2018-06-15 13:48:54.254141,20.49945,52.17492,38.05813,1027.007,1526.452,38.05813
514,2018-06-15 13:48:55.281956,20.49462,52.17492,38.06248,1027.012,1526.444,38.06248
515,2018-06-15 13:48:56.310047,20.50748,52.17618,38.05193,1027.0,1526.467,38.05193
516,2018-06-15 13:48:57.334944,20.50588,52.17619,38.05338,1027.002,1526.464,38.05338
517,2018-06-15 13:48:58.360997,20.50105,52.17619,38.05774,1027.006,1526.456,38.05774
518,2018-06-15 13:48:59.385980,20.50105,52.17619,38.05774,1027.006,1526.456,38.05774
519,2018-06-15 13:49:00.411885,20.50426,52.17619,38.05484,1027.003,1526.461,38.05484
520,2018-06-15 13:49:01.437974,20.50266,52.17619,38.05628,1027.005,1526.458,38.05628
521,2018-06-15 13:49:02.446927,20.49945,52.17619,38.05917,1027.008,1526.453,38.05917
522,2018-06-15 13:49:03.475825,20.50105,52.17619,38.05774,1027.006,1526.456,38.05774
523,2018-06-15 13:49:04.501877,20.49624,52.17619,38.06207,1027.011,1526.447,38.06207
524,2018-06-15 13:49:05.526790,20.49783,52.17619,38.06063,1027.009,1526.45,38.06063
525,2018-06-15 13:49:06.552751,20.50588,52.17619,38.05338,1027.002,1526.464,38.05338
526,2018-06-15 13:49:07.579639,20.50426,52.17619,38.05484,1027.003,1526.461,38.05484
527,2018-06-15 13:49:08.607776,20.50588,52.17746,38.05443,1027.003,1526.465,38.05443
528,2018-06-15 13:49:09.633712,20.49945,52.17746,38.06022,1027.009,1526.454,38.06022
529,2018-06-15 13:49:10.660623,20.49783,52.17746,38.06168,1027.01,1526.452,38.06168
530,2018-06-15 13:49:11.685701,20.50426,52.17746,38.05589,1027.004,1526.462,38.05589
531,2018-06-15 13:49:12.707655,20.50426,52.17746,38.05589,1027.004,1526.462,38.05589
532,2018-06-15 13:49:13.732630,20.50588,52.17746,38.05443,1027.003,1526.465,38.05443
533,2018-06-15 13:49:14.761579,20.49783,52.17746,38.06168,1027.01,1526.452,38.06168
